municipality,iata_code,,name,iso_region
,SNO,,Sakon Nakhon Airport,TH-47
Surin,PXR,,Surin Airport,TH-32
Khon Kaen,KKC,,Khon Kaen Airport,TH-40
,LOE,,Loei Airport,TH-42
Buriram,BFV,,Buri Ram Airport,TH-31
Chaloem Phra Kiat,NAK,,Nakhon Ratchasima Airport,TH-30
Ubon Ratchathani,UBP,,Ubon Ratchathani Airport,TH-34
Roi Et,ROI,,Roi Et Airport,TH-45
Nakhon Phanom,KOP,,Nakhon Phanom Airport,TH-48
Liwonde National Park,VUU,,Mvuu Camp Airport,MW-MH
Buon Ma Thuot,BMV,,Buon Ma Thuot Airport,VN-CH
Tam Nghĩa,VCL,,Chu Lai Airport,VN-SCC
Haiphong (Hai An),HPH,,Cat Bi International Airport,VN-RRD
Ca Mau City,CAH,,Cà Mau Airport,VN-SW
Cam Ranh,CXR,,Cam Ranh International Airport / Cam Ranh Air Base,VN-SCC
Con Dao,VCS,,Con Dao Airport,VN-SE
Can Tho,VCA,,Can Tho International Airport,VN-SW
Dien Bien Phu,DIN,,Dien Bien Phu Airport,VN-NW
Da Lat,DLI,,Lien Khuong Airport,VN-CH
Da Nang,DAD,,Da Nang International Airport,VN-SCC
Las Malvinas,VVN,,Las Malvinas/Echarate Airport,PE-CUS
Hanoi (Soc Son),HAN,,Noi Bai International Airport,VN-RRD
Mai Son,SQH,,Na San Airport,VN-NW
Huế,HUI,,Phu Bai International Airport,VN-NC
Quy Nohn,UIH,,Phu Cat Airport,VN-SCC
Pleiku,PXU,,Pleiku Airport,VN-CH
Phu Quoc Island,PQC,,Phu Quoc International Airport,VN-SW
Phan Rang,PHA,,Phan Rang Airport,VN-SCC
Rach Gia,VKG,,Rach Gia Airport,VN-SW
Tuy Hoa,TBB,,Dong Tac Airport,VN-SCC
Ho Chi Minh City,SGN,,Tan Son Nhat International Airport,VN-SE
Thanh Hóa,THD,,Tho Xuan Airport,VN-NC
Van Don,VDO,,Van Don International Airport,VN-NE
Vinh,VII,,Vinh Airport,VN-NC
Vũng Tàu,VTG,,Vung Tau Airport,VN-SE
Aeng,VBA,,Ann Airport,MM-16
Nyaung U,NYU,,Bagan Airport,MM-04
Banmaw,BMO,,Banmaw Airport,MM-11
Bokpyinn,VBP,,Bokpyinn Airport,MM-05
Mandalay,VBC,,Chanmyathazi Airport,MM-04
Dawei,TVY,,Dawei Airport,MM-05
Pyinmana,NYT,,Nay Pyi Taw International Airport,MM-04
Falam,SRU,,Surbung Airport,MM-14
Gangaw,GAW,,Gangaw Airport,MM-03
Gwa,GWA,,Gwa Airport,MM-16
Hommalinn,HOX,,Hommalinn Airport,MM-01
Tilin,TIO,,Tilin Airport,MM-03
Kengtung,KET,,Kengtung Airport,MM-17
Kanti,KHM,,Kanti Airport,MM-01
Kalemyo,KMV,,Kalay Airport,MM-01
Kyaukpyu,KYP,,Kyaukpyu Airport,MM-16
Kawthoung,KAW,,Kawthoung Airport,MM-05
Kyauktu,KYT,,Kyauktu Airport,MM-03
Loikaw,LIW,,Loikaw Airport,MM-12
Lashio,LSH,,Lashio Airport,MM-17
Mandalay,MDL,,Mandalay International Airport,MM-04
Mkeik,MGZ,,Myeik Airport,MM-05
Myitkyina,MYT,,Myitkyina Airport,MM-11
Mawlamyine,MNU,,Mawlamyine Airport,MM-15
Manaung,MGU,,Manaung Airport,MM-16
,MOE,,Momeik Airport,MM-17
Mong Hsat,MOG,,Mong Hsat Airport,MM-17
Mong Tong,MGK,,Mong Tong Airport,MM-17
Magway,MWQ,,Magway Airport,MM-03
Monywar,NYW,,Monywar Airport,MM-01
Namsang,NMS,,Namsang Airport,MM-17
Namtu,NMT,,Namtu Airport,MM-17
Hpa-N,PAA,,Hpa-N Airport,MM-13
Pauk,PAU,,Pauk Airport,MM-03
Pathein,BSX,,Pathein Airport,MM-07
Pa Pun,PPU,,Hpapun Airport,MM-13
Putao,PBU,,Putao Airport,MM-11
Pakhokku,PKK,,Pakhokku Airport,MM-03
Pye,PRU,,Pyay Airport,MM-02
Sittwe,AKY,,Sittwe Airport,MM-16
Thandwe,SNW,,Thandwe Airport,MM-16
Tachileik,THL,,Tachileik Airport,MM-17
Ye,XYE,,Ye Airport,MM-15
Yangon,RGN,,Yangon International Airport,MM-06
Friday Harbor,FBS,,Friday Harbor Seaplane Base,US-WA
Rosario,RSJ,,Rosario Seaplane Base,US-WA
Seattle,LKE,,Kenmore Air Harbor Seaplane Base,US-WA
Roche Harbor,RCE,,Roche Harbor Airport,US-WA
Waha-Tomea Island,TQQ,,Maranggo Airport,ID-SG
West Sound,WSX,,Westsound/WSX Seaplane Base,US-WA
Ujung Pandang,UPG,,Hasanuddin International Airport,ID-SN
Biak,BIK,,Frans Kaisiepo Airport,ID-PA
Moanamani,ONI,,Moanamani Airport,ID-PT
Kornasoren,FOO,,Kornasoren Airport,ID-PA
Wagethe,WET,,Deiyai / Waghete Baru Airport,ID-PT
Ilaga,ILA,,Ilaga Airport,ID-PT
Kokonao,KOX,,Kokonao Airport,ID-PT
Timika,TIM,,Mozes Kilangin Airport,ID-PT
Enarotali,EWI,,Enarotali Airport,ID-PT
Andriamena,WAD,,Andriamena Airport,MG-M
Mataram,AMI,,Selaparang Airport,ID-NB
Bima,BMU,,Sultan Muhammad Salahuddin Airport,ID-NB
Denpasar,DPS,,Ngurah Rai (Bali) International Airport,ID-BA
Mataram,LOP,,Lombok International Airport,ID-NB
Sumbawa Island,SWQ,,Sumbawa Besar Airport,ID-NB
Radamata,TMC,,Tambolaka Airport,ID-NT
Waingapu-Sumba Island,WGP,,Umbu Mehang Kunda Airport,ID-NT
Gotalalamo-Morotai Island,OTI,,Pitu Airport,ID-MU
Toraja,TRT,,Toraja Airport,ID-SS
Palopo,LLO,,Bua - Palopo Lagaligo Airport,ID-SN
Palu,PLW,,Mutiara - SIS Al-Jufrie Airport,ID-ST
Mamuju,MJU,,Tampa Padang Airport,ID-SR
Masamba,MXB,,Andi Jemma Airport,ID-SN
Poso-Celebes Island,PSJ,,Kasiguncu Airport,ID-ST
Tojo Una-Una,OJU,,Tanjung Api Airport,ID-ST
Luwok,LUW,,Syukuran Aminuddin Amir Airport,ID-ST
Muara Teweh,HMS,,Haji Muhammad Sidik Airport,ID-KT
Seruyan,KLP,,Seruyan Kuala Pembuang Airport,ID-KT
Palangkaraya,PKY,,Tjilik Riwut Airport,ID-KT
Yogyakarta,YIA,,Yogyakarta International Airport,ID-YO
Cilacap,CXP,,Tunggul Wulung Airport,ID-JT
Karimunjawa,KWB,,Dewadaru Airport,ID-JT
Bokondini,BUI,,Bokondini Airport,ID-PP
Sarmi,ZRM,,Mararena Sarmi Airport,ID-PA
Sentani,DJJ,,Dortheys Hiyo Eluay International Airport,ID-PA
Lereh-Papua Island,LHI,,Lereh Airport,ID-PA
Mulia-Papua Island,LII,,Mulia Airport,ID-PT
Oksibil,OKL,,Oksibil Airport,ID-PP
Senggeh,SEH,,Senggeh Airport,ID-PA
Mindiptana-Papua Island,MDP,,Mindiptana Airport,ID-PS
Bade,BXD,,Bade Airport,ID-PS
Merauke,MKQ,,Mopah International Airport,ID-PS
Okaba,OKQ,,Okaba Airport,ID-PS
Kepi,KEI,,Kepi Airport,ID-PS
Tanah Merah,TMH,,Tanah Merah Airport,ID-PS
Melak-Borneo Island,GHS,,Melalan Airport,ID-KI
Tanjung Selor-Borneo Island,TJS,,Tanjung Harapan Airport,ID-KU
Datadawai-Borneo Island,DTD,,Datadawai Airport,ID-KI
Tanjung Redeb - Borneo Island,BEJ,,Kalimarau Airport,ID-KI
Balikpapan,BPN,,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,ID-KI
Tarakan,TRK,,Juwata International Airport / Suharnoko Harbani AFB,ID-KU
Samarinda,AAP,,Aji Pangeran Tumenggung Pranoto International Airport,ID-KI
Santan-Borneo Island,TSX,,Tanjung Santan Airport,ID-KI
Bunju Island,BYQ,,Bunyu Airport,ID-KU
Galela-Celebes Island,GLX,,Gamarmalamo Airport,ID-MU
Kota Mobagu,BJG,,Kota Mobagu/Mopait Airport,ID-SA
Pekaulang,PGQ,,Buli Airport,ID-MU
Gorontalo-Celebes Island,GTO,,Jalaluddin Airport,ID-GO
Tahuna-Sangihe Island,NAH,,Naha Airport,ID-SA
Toli Toli-Celebes Island,TLI,,Sultan Bantilan Airport,ID-ST
Gebe Island,GEB,,Gebe Airport,ID-MU
Kao-Celebes Island,KAZ,,Kuabang Airport,ID-MU
Manado,MDC,,Sam Ratulangi Airport,ID-SA
Karakelong Island,MNA,,Melangguane Airport,ID-SA
Balirangen,BRG,,Siau/Sitaro Airport,ID-SA
Morowali,MWS,,Indonesia Morowali Industrial Park (IMIP) Airport,ID-ST
Sango,TTE,,Sultan Babullah Airport,ID-MU
Buol-Celebes Island,UOL,,Buol - Pogogul Airport,ID-ST
Waverney,WAN,,Waverney Airport,AU-QLD
Batu Licin,BTW,,Batu Licin Airport,ID-KS
Pangkalanbun,PKN,,Iskandar Airport,ID-KT
Stagen,KBU,,Gusti Syamsir Alam Airport,ID-KS
Tanta-Tabalong,TJG,,Warukin Airport,ID-KS
Landasan Ulin,BDJ,,Syamsudin Noor International Airport,ID-KS
Sampit,SMQ,,Sampit (Hasan) Airport,ID-KT
Amahai,AHI,,Amahai Airport,ID-MA
Bandanaira,NDA,,Bandanaira Airport,ID-MA
Dobo-Warmar Island,DOB,,Rar Gwamar Airport,ID-MA
Mangole Island,MAL,,"Mangole Airport, Falabisahaya",ID-MU
Langgur,LUV,,Karel Sadsuitubun Airport,ID-MA
Namrole,NRE,,Namrole Airport,ID-MA
Labuha-Halmahera Island,LAH,,Oesman Sadik Airport,ID-MU
Maikoor Island,BJK,,Benjina Airport,ID-MA
Sanana,SQN,,Emalamo Sanana Airport,ID-MU
Ambon,AMQ,,Pattimura International Airport,ID-MA
Tikong-Taliabu Island,TAX,,Taliabu Island Airport,ID-MU
Wahai,WBA,,Wahai Airport,ID-MA
,RTU,,Berau/Maratua Airport,ID-KI
Malinau,LNU,,Robert Atty Bessing,ID-KU
Malang,MLG,,Abdul Rachman Saleh Airport,ID-JI
Tjepu-Java Island,CPF,,Ngloram Airport,ID-JT
Yogyakarta,JOG,,Adisutjipto International Airport,ID-YO
Surakarta,SOC,,Adisumarmo International Airport,ID-JT
Surabaya,SUB,,Juanda International Airport,ID-JI
Semarang,SRG,,Achmad Yani Airport,ID-JT
Sumenep-Madura Island,SUP,,Trunojoyo Airport,ID-JI
Bintuni,NTI,,Stenkol Airport,ID-PB
Ransiki-Papua Island,RSK,,Abresso Airport,ID-PB
Kebar,KEQ,,Kebar Airport,ID-PB
Fakfak,FKQ,,Fakfak Airport,ID-PB
Inanwatan,INX,,Inanwatan Airport,ID-PB
Kaimana,KNG,,Kaimana Airport,ID-PB
Merdei-Papua Island,RDE,,Merdey Airport,ID-PB
Waisai,RJM,,Marinda Airport,ID-PB
Babo,BXB,,Babo Airport,ID-PB
Manokwari,MKW,,Rendani Airport,ID-PB
Atinjoe,TXM,,Teminabuan Airport,ID-PB
Wasior-Papua Island,WSR,,Wasior Airport,ID-PB
Soa,BJW,,Bajawa Soa Airport,ID-NT
Waioti,MOF,,Frans Xavier Seda Airport,ID-NT
Ende,ENE,,H. Hasan Aroeboesman (Ende) Airport,ID-NT
Satar Tacik,RTG,,Frans Sales Lega Airport,ID-NT
Kabola,ARD,,Alor Island - Mali Airport,ID-NT
Labuan Bajo,LBJ,,Komodo Airport,ID-NT
Ba'a - Rote Island,RTI,,David Constantijn Saudale Airport,ID-NT
Sabu-Sawu Island,SAU,,Sabu-Tardanu Airport,ID-NT
Kupang,KOE,,El Tari Airport,ID-NT
Wamena,WMX,,Wamena Airport,ID-PP
Bau Bau,BUW,,Betoambari Airport,ID-SG
Wangi-wangi Island,WNI,,Matahora Airport,ID-SG
Benteng,KSR,,Selayar - Haji Aroeppala Airport,ID-SN
Bone,APD,,Arung Palakka Airport,ID-SN
Soroako,SQR,,Soroako Airport,ID-SN
Makale,TTR,,Pongtiku Airport,ID-SN
Kendari,KDI,,Haluoleo Airport,ID-SG
Sorong,SOQ,,Domine Eduard Osok Airport,ID-PB
Stebbins,WBB,,Stebbins Airport,US-AK
Wapolu,WBC,,Wapolu Airport,PG-MBA
Bintulu,BTU,,Bintulu Airport,MY-13
Belaga,BLG,,Belaga Airport,MY-13
Long Semado,LSM,,Long Semado Airport,MY-13
Long Datih,LGL,,Long Lellang Airport,MY-13
Kuching,KCH,,Kuching International Airport,MY-13
Long Seridan,ODN,,Long Seridan Airport,MY-13
Limbang,LMN,,Limbang Airport,MY-13
Mukah,MKM,,Mukah Airport,MY-13
Long Akah,LKH,,Long Akah Airport,MY-13
Marudi,MUR,,Marudi Airport,MY-13
Sematan,BSE,,Sematan Airport,MY-13
Kapit,KPI,,Kapit Airport,MY-13
Bakalalan,BKM,,Bakalalan Airport,MY-13
Miri,MYY,,Miri Airport,MY-13
Sibu,SBW,,Sibu Airport,MY-13
Belawai,TGC,,Tanjung Manis Airport,MY-13
Long Sukang,LSU,,Long Sukang Airport,MY-13
Lawas,LWY,,Lawas Airport,MY-13
Bario,BBN,,Bario Airport,MY-13
Semporna,SMM,,Semporna Airport,MY-12
Lahad Datu,LDU,,Lahad Datu Airport,MY-12
Telupid,TEL,,Telupid Airport,MY-12
Keningau,KGU,,Keningau Airport,MY-12
Sahabat,SXS,,Sahabat [Sahabat 16] Airport,MY-12
Kota Kinabalu,BKI,,Kota Kinabalu International Airport,MY-12
Labuan,LBU,,Labuan Airport,MY-15
Tomanggong,TMG,,Tomanggong Airport,MY-12
Long Miau,GSA,,Long Pasia Airport,MY-12
Sepulot,SPE,,Sepulot Airport,MY-12
Pamol,PAY,,Pamol Airport,MY-12
Ranau,RNU,,Ranau Airport,MY-12
Sandakan,SDK,,Sandakan Airport,MY-12
Kudat,KUD,,Kudat Airport,MY-12
Tawau,TWU,,Tawau Airport,MY-12
Mulu,MZV,,Mulu Airport,MY-13
Bandar Seri Begawan,BWN,,Brunei International Airport,BN-BM
Ain District,WDA,,"Al Ain Airport Ain District, Shabwah Governorate, Yemen",YE-SH
Weatherford,WEA,,Parker County Airport,US-TX
Wedau,WED,,Wedau Airport,PG-MBA
Welshpool,WHL,,Welshpool Airport,AU-VIC
Cijulang,CJN,,Nusawiru Airport,ID-JB
Pekanbaru,PKU,,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,ID-RI
Dumai,DUM,,Pinang Kampai Airport,ID-RI
Rengat-Sumatra Island,RGT,,Japura Airport,ID-RI
Bengkalis-Sumatra Island,SEQ,,Sungai Pakning Bengkalis Airport,ID-RI
Tanjung Balai-Karinmunbesar Island,TJB,,Raja Haji Abdullah Airport,ID-KR
Kertajati,KJT,,Kertajati International Airport,ID-JB
Tangerang-Java Island,RTO,,Budiarto Airport,ID-BT
Bandung,BDO,,Husein Sastranegara International Airport,ID-JB
Cirebon-Java Island,CBN,,Penggung Airport,ID-JB
Tasikmalaya-Java Island,TSY,,Cibeureum Airport,ID-JB
Tambelan,TBX,,Tambelan Airport,ID-KR
Batam,BTH,,Hang Nadim International Airport,ID-KR
Pasir Pengarayan,PPR,,Tuanku Tambusai Airport,ID-RI
Bukit Padi,LMU,,Letung Airport,ID-KR
Palmatak,MWK,,Matak Airport,ID-KR
Tanjung Pinang-Bintan Island,TNJ,,Raja Haji Fisabilillah International Airport,ID-KR
Pasirkuning-Singkep Island,SIQ,,Dabo Airport,ID-KR
Muko Muko,MPC,,Muko Muko Airport,ID-BE
Jakarta,HLP,,Halim Perdanakusuma International Airport,ID-JK
Jakarta,PCB,,Pondok Cabe Air Base,ID-JK
Jakarta,CGK,,Soekarno-Hatta International Airport,ID-BT
Bandar Lampung,TKG,,Radin Inten II International Airport,ID-LA
Krui,TFY,,Muhammad Taufiq Kiemas Airport,ID-LA
Gunungsitoli,GNS,,Binaka Airport,ID-SU
Padang Sidempuan,AEG,,Aek Godang Airport,ID-SU
,JHN,,Jenderal Besar Abdul Haris Nasution Airport,ID-SS
Medan,MES,,Soewondo Air Force Base,ID-SU
Medan,KNO,,Kualanamu International Airport,ID-SU
Siborong-Borong,DTB,,Silangit Airport,ID-SU
Parapat-Sumatra Island,SIW,,Sibisa Airport,ID-SU
Sibolga (Pinangsori),FLZ,,Dr. Ferdinand Lumban Tobing Airport,ID-SU
Kutacane,LSR,,Alas Leuser Airport,ID-AC
Tanjung Pandan,TJQ,,H A S Hanandjoeddin International Airport,ID-BB
Nanga Pinoh-Borneo Island,NPO,,Nanga Pinoh Airport,ID-KB
Ketapang,KTG,,Rahadi Osman Airport,ID-KB
Ranai-Natuna Besar Island,NTX,,Ranai Airport,ID-KR
Pontianak,PNK,,Supadio Airport,ID-KB
Putussibau-Borneo Island,PSU,,Pangsuma Airport,ID-KB
Jambi,DJB,,Sultan Thaha Airport,ID-JA
Lubuk Linggau,LLJ,,Silampari Airport,ID-SS
Muara Bungo,BUU,,Muara Bungo Airport,ID-JA
Pangkal Pinang,PGK,,Depati Amir Airport,ID-BB
Bengkulu,BKS,,Fatmawati Soekarno Airport,ID-BE
Palembang,PLM,,Sultan Mahmud Badaruddin II Airport,ID-SS
Talang Gudang-Sumatra Island,PDO,,Pendopo Airport,ID-SS
Padang (Katapiang),PDG,,Minangkabau International Airport,ID-SB
Bentayan-Sumatra Island,PXA,,Bentayan Airport,ID-SS
Tapaktuan,TPK,,Teuku Cut Ali Airport,ID-AC
Sabang,SBG,,Maimun Saleh Airport,ID-AC
Kuala Pesisir,MEQ,,Cut Nyak Dhien Airport,ID-AC
Lubang,LKI,,Lasikin Airport,ID-AC
Takengon,TXE,,Rembele Airport,ID-AC
Lhok Sukon-Sumatra Island,LSX,,Lhok Sukon Airport,ID-AC
Lhok Seumawe-Sumatra Island,LSW,,Malikus Saleh Airport,ID-AC
Banda Aceh,BTJ,,Sultan Iskandar Muda International Airport,ID-AC
Taman Negara,SXT,,Sungai Tiang Airport,MY-06
Mersing,MEP,,Mersing Airport,MY-01
Sitiawan,SWY,,Sitiawan Airport,MY-08
Taiping,TPG,,Taiping (Tekah) Airport,MY-08
Tioman Island,TOD,,Tioman Airport,MY-06
Alor Satar,AOR,,Sultan Abdul Halim Airport,MY-02
Butterworth,BWH,,RMAF Butterworth Air Base,MY-07
Kota Baharu,KBR,,Sultan Ismail Petra Airport,MY-03
Kuantan,KUA,,Kuantan Airport,MY-06
Kerteh,KTE,,Kerteh Airport,MY-11
Ipoh,IPH,,Sultan Azlan Shah Airport,MY-08
Johor Bahru,JHB,,Senai International Airport,MY-01
Sepang,KUL,,Kuala Lumpur International Airport,MY-10
Langkawi,LGK,,Langkawi International Airport,MY-02
Malacca,MKZ,,Malacca International Airport,MY-04
Kuala Terengganu,TGG,,Sultan Mahmud Airport,MY-11
Penang,PEN,,Penang International Airport,MY-07
Pangkor Island,PKG,,Pulau Pangkor Airport,MY-08
Redang,RDN,,LTS Pulau Redang Airport,MY-11
Subang,SZB,,Sultan Abdul Aziz Shah International Airport,MY-10
Decatur,DTR,,Decatur Shores Airport,US-WA
Wanuma,WNU,,Wanuma Airport,PG-MPM
Saumlaki-Yamdena Island,SXK,,Mathilda Batlayeri Airport,ID-MA
Vila,AUT,,Atauro Airport,TL-AT
Suai,UAI,,Suai Airport,TL-CO
Dili,DIL,,Presidente Nicolau Lobato International Airport,TL-DI
Baucau,BCH,,Cakung Airport,TL-BA
Maliana,MPT,,Maliana Airport,TL-BO
Oecussi-Ambeno,OEC,,Rota Do Sândalo Oecusse Airport,TL-OE
Viqueque,VIQ,,Viqueque Airport,TL-VI
Atambua,ABU,,AA Bere Tallo (Haliwen) Airport,ID-NT
Tiwatobi,LKA,,Larantuka Gewayentana Airport,ID-NT
Sanggata/Sangkimah,SGQ,,Sanggata/Sangkimah Airport,ID-KI
Long Bawan,LBW,,Yuvai Semaring Airport,ID-KU
Bontang-Borneo Island,BXT,,Bontang Airport,ID-KI
Nunukan-Nunukan Island,NNX,,Nunukan Airport,ID-KU
Tanah Grogot,TNB,,Tanah Grogot Airport,ID-KI
Long Apung-Borneo Island,LPU,,Long Apung Airport,ID-KU
Wasua,WSA,,Wasua Airport,PG-WPD
Paya Lebar,QPG,,Paya Lebar Air Base,SG-04
Western Water Catchment,TGA,,Tengah Air Base,SG-03
Steamboat Bay,WSB,,Steamboat Bay Seaplane Base,US-AK
San Juan,UGI,,San Juan /Uganik/ Seaplane Base,US-AK
Wiseman,WSM,,Wiseman Airport,US-AK
Seletar,XSP,,Seletar Airport,SG-02
Singapore,SIN,,Singapore Changi Airport,SG-04
Wantoat,WTT,,Wantoat Airport,PG-MPL
Wuvulu Island,WUV,,Wuvulu Island Airport,PG-MRL
Tangbu,WUZ,,Wuzhou Xijiang Airport,CN-45
Glendale,GWV,,Glendale Fokker Field,US-WV
Urad Middle Banner,WZQ,,Urad Middle Banner Airport,CN-15
Miami,MPB,,Miami Seaplane Base,US-FL
Blubber Bay,XBB,,Blubber Bay Seaplane Base,CA-BC
Biniguni,XBN,,Biniguni Airport,PG-MBA
Ashaig,SKL,,Broadford Airstrip,GB-SCT
Xinguara,XIG,,Xinguara Municipal Airport,BR-PA
Maramag,XMA,,Maramag Airport,PH-BUK
New Barag Right Banner,XRQ,,New Barag Right Banner Baogede Airport,CN-15
Smolensk,LNX,,Smolensk North Airport,RU-SMO
Sé,XZM,,Macau Heliport at Outer Harbour Ferry Terminal,MO-SEE
Waukon,UKN,,Waukon Municipal Airport,US-IA
Albany,ALH,,Albany Airport,AU-WA
Abingdon Downs,ABG,,Abingdon Downs Airport,AU-QLD
,AWN,,Alton Downs Airport,AU-SA
,AUD,,Augustus Downs Airport,AU-QLD
Saturna Island,YAJ,,Lyall Harbour Seaplane Base,CA-BC
Marla,MRP,,Marla Airport,AU-SA
,AXL,,Alexandria Homestead Airport,AU-NT
,AXC,,Aramac Airport,AU-QLD
,ADO,,Andamooka Airport,AU-SA
,AMX,,Ammaroo Airport,AU-NT
,AMT,,Amata Airport,AU-SA
,WLP,,West Angelas Airport,AU-WA
,AYL,,Anthony Lagoon Airport,AU-NT
Maple Bay,YAQ,,Maple Bay Seaplane Base,CA-BC
Ararat,ARY,,Ararat Airport,AU-VIC
,GYL,,Argyle Airport,AU-WA
Armidale,ARM,,Armidale Airport,AU-NSW
Tanbar,AAB,,Arrabury Airport,AU-QLD
Aurukun,AUU,,Aurukun Airport,AU-QLD
,AWP,,Austral Downs Airport,AU-NT
,AVG,,Auvergne Airport,AU-NT
Yulara,AYQ,,Ayers Rock Connellan Airport,AU-NT
Ayr,AYR,,Ayr Airport,AU-QLD
Wunaamin Miliwundi Ranges,MBN,,Mount Barnett Airport,AU-WA
Barcaldine,BCI,,Barcaldine Airport,AU-QLD
Alice Springs,ASP,,Alice Springs Airport,AU-NT
Badu Island,BDD,,Badu Island Airport,AU-QLD
,BKP,,Barkly Downs Airport,AU-QLD
Brisbane,BNE,,Brisbane International Airport,AU-QLD
Gold Coast,OOL,,Gold Coast Airport,AU-QLD
Blackall,BKQ,,Blackall Airport,AU-QLD
Cairns,CNS,,Cairns International Airport,AU-QLD
Charleville,CTL,,Charleville Airport,AU-QLD
,BDW,,Bedford Downs Airport,AU-WA
,BXG,,Bendigo Airport,AU-VIC
,BVI,,Birdsville Airport,AU-QLD
Pumululu National Park,BXF,,Bellburn Airstrip,AU-WA
,BTX,,Betoota Airport,AU-QLD
Dampier Peninsula,BEE,,Beagle Bay Airport,AU-WA
,OCM,,Boolgeeda,AU-WA
Balgo,BQW,,Balgo Hill Airport,AU-WA
Bull Harbour,YBH,,Bull Harbour Water Aerodrome,CA-BC
Broken Hill,BHQ,,Broken Hill Airport,AU-NSW
Hamilton Island,HTI,,Hamilton Island Airport,AU-QLD
,BEU,,Bedourie Airport,AU-QLD
,BIW,,Billiluna Airport,AU-WA
Lakefield National Park,BZP,,Bizant Airport,AU-QLD
Baie-Johan-Beetz,YBJ,,Baie-Johan-Beetz Water Aerodrome,CA-QC
,BRK,,Bourke Airport,AU-NSW
,BUC,,Burketown Airport,AU-QLD
,BLN,,Benalla Airport,AU-VIC
,LCN,,Balcanoona Airport,AU-SA
Biloela,ZBL,,Biloela Airport,AU-QLD
,BLS,,Bollon Airport,AU-QLD
Busselton,BQB,,Busselton Margaret River Regional Airport,AU-WA
Mount Isa,ISA,,Mount Isa Airport,AU-QLD
,BFC,,Bloomfield River Airport,AU-QLD
Mackay,MKY,,Mackay Airport,AU-QLD
Ballina,BNK,,Ballina Byron Gateway Airport,AU-NSW
Bairnsdale,BSJ,,Bairnsdale Airport,AU-VIC
Boigu Island,GIC,,Boigu Island Airport,AU-QLD
,OKY,,Oakey Army Aviation Centre,AU-QLD
,BQL,,Boulia Airport,AU-QLD
Yibin (Cuiping),YBP,,Yibin Wuliangye Airport,CN-51
,BMP,,Brampton Island Airport,AU-QLD
Melbourne,KAH,,"Melbourne Heliport, Batman Park",AU-VIC
Proserpine,PPP,,Proserpine Whitsunday Coast Airport,AU-QLD
Thetis Island,YBQ,,Telegraph Harbour Seaplane Base,CA-BC
Rockhampton,ROK,,Rockhampton Airport,AU-QLD
,BOX,,Borroloola Airport,AU-NT
Broome,BME,,Broome International Airport,AU-WA
,BZD,,Balranald Airport,AU-NSW
,BTD,,Brunette Downs Airport,AU-NT
,BWQ,,Brewarrina Airport,AU-NSW
,BYP,,Barimunya Airport,AU-WA
Maroochydore,MCY,,Sunshine Coast Airport,AU-QLD
Bathurst,BHS,,Bathurst Airport,AU-NSW
Wurrumiyanga,BRT,,Bathurst Island Airport,AU-NT
Townsville,TSV,,Townsville Airport / RAAF Base Townsville,AU-QLD
,BLT,,Blackwater Airport,AU-QLD
,BVW,,Batavia Downs Airport,AU-QLD
Bundaberg,BDB,,Bundaberg Airport,AU-QLD
,BUY,,Bunbury Airport,AU-WA
,BIP,,Bulimba Airport,AU-QLD
Bowen,ZBO,,Bowen Airport,AU-QLD
Weipa,WEI,,Weipa Airport,AU-QLD
,BCK,,Bolwarra Airport,AU-QLD
Toowoomba,WTB,,Toowoomba Wellcamp Airport,AU-QLD
,BWB,,Barrow Island Airport,AU-WA
Wunaamin Miliwundi Ranges,BVZ,,Beverley Springs Airport,AU-WA
,CTR,,Cattle Creek Airport,AU-NT
,CGV,,Caiguna Airport,AU-WA
,CLH,,Coolah Airport,AU-NSW
Carnarvon,CVQ,,Carnarvon Airport,AU-WA
,CSI,,Casino Airport,AU-NSW
,CAZ,,Cobar Airport,AU-NSW
,COJ,,Coonabarabran Airport,AU-NSW
Canobie,CBY,,Canobie Airport,AU-QLD
,CBI,,Cape Barren Island Airport,AU-TAS
Coober Pedy,CPD,,Coober Pedy Airport,AU-SA
,CRB,,Collarenebri Airport,AU-NSW
Chinchilla,CCL,,Chinchilla Airport,AU-QLD
,CNC,,Coconut Island Airport,AU-QLD
Cloncurry,CNJ,,Cloncurry Airport,AU-QLD
,CBX,,Condobolin Airport,AU-NSW
Caloundra,CUD,,Caloundra Airport,AU-QLD
,CED,,Ceduna Airport,AU-SA
,CVC,,Cleve Airport,AU-SA
Cortes Bay,YCF,,Cortes Bay Water Aerodrome,CA-BC
,CFI,,Camfield Airport,AU-NT
Clifton Hills,CFH,,Clifton Hills Airport,AU-SA
,CQP,,Cape Flattery Airport,AU-QLD
Coffs Harbour,CFS,,Coffs Harbour Airport,AU-NSW
Chillagoe,LLG,,Chillagoe Airport,AU-QLD
Cherrabah Homestead Resort,CRH,,Cherrabah Airport,AU-QLD
Christmas Creek Mine,CKW,,Christmas Creek Airport,AU-WA
,CXT,,Charters Towers Airport,AU-QLD
Derby,DCN,,RAAF Base Curtin,AU-WA
,CKI,,Croker Island Airport,AU-NT
,CTN,,Cooktown Airport,AU-QLD
